('35867', ['italian'])
('40945', ['southern_us'])
('38920', ['mexican'])
('43401', [])
('17237', [])
('22836', ['mexican'])
('43786', ['mexican'])
('2163', [])
('2379', ['mexican'])
('39983', ['italian'])
('26227', ['mexican'])
('975', ['italian'])
('23020', ['mexican'])
('11104', ['mexican'])
('28313', [])
('46837', [])
('40408', ['italian'])
('20551', ['italian'])
('45632', ['italian'])
('3514', ['italian'])
('27323', ['indian'])
('39583', ['southern_us'])
('27326', ['british'])
('29855', ['italian'])
('35229', ['mexican'])
('41457', ['jamaican'])
('15182', ['indian'])
('36491', ['italian'])
('6600', ['japanese'])
('10077', [])
('21876', ['southern_us'])
('21403', ['jamaican'])
('3350', ['thai'])
('11398', ['mexican'])
('4864', [])
('25821', ['mexican'])
('44731', ['italian'])
('27993', [])
('16897', ['southern_us'])
('41233', ['mexican'])
('48599', ['greek'])
('10582', ['cajun_creole'])
('6327', ['mexican'])
('47545', ['southern_us'])
('43807', [])
('47588', ['italian'])
('46536', ['brazilian'])
('3561', ['southern_us'])
('15011', ['italian'])
('17226', ['mexican'])
('44455', ['greek'])
('43987', ['moroccan'])
('23033', [])
('29112', ['chinese'])
('21409', ['italian'])
('26226', [])
('15967', ['italian'])
('24281', ['cajun_creole'])
('14978', ['southern_us'])
('15038', [])
('8060', ['spanish'])
('25244', ['italian'])
('36422', [])
('35038', ['jamaican'])
('36589', ['italian'])
('13159', [])
('13204', ['italian'])
('18954', ['italian'])
('46255', ['chinese'])
('4209', [])
('5592', ['italian'])
('26584', [])
('23205', ['italian'])
('32268', ['italian'])
('4128', ['jamaican'])
('33747', [])
('10478', [])
('17330', ['italian'])
('34602', [])
('9532', [])
('530', [])
('5203', ['southern_us'])
('13292', [])
('4184', ['moroccan'])
('30506', ['southern_us'])
('45186', [])
('34839', ['thai'])
('41036', ['indian'])
('16137', ['italian'])
('27043', ['italian'])
('27270', ['greek'])
('3737', ['italian'])
('39047', ['indian'])
('37141', ['southern_us'])
('7595', ['korean'])
('22369', ['thai'])
('884', ['mexican'])
('22184', ['filipino'])
('16293', ['greek'])
('31610', ['mexican'])
('5558', ['italian'])
('38937', ['italian'])
('23762', ['southern_us'])
('24719', ['french'])
('22828', [])
('10646', ['mexican'])
('34402', ['thai', 'vietnamese'])
('47589', ['southern_us', 'french'])
('4514', [])
('6472', ['mexican'])
('16217', ['mexican'])
('5457', ['moroccan'])
('678', ['greek'])
('40719', [])
('29811', ['italian'])
('14186', ['southern_us'])
('34196', ['greek'])
('32513', ['chinese'])
('29024', ['italian'])
('9558', [])
('24885', ['southern_us'])
('45879', ['italian'])
('46763', [])
('6224', ['greek'])
('14807', ['jamaican'])
('45658', ['mexican'])
('12018', ['mexican'])
('14291', ['mexican'])
('21141', ['italian'])
('31881', ['mexican'])
('47869', ['italian'])
('1011', ['mexican'])
('28041', ['filipino'])
('28381', ['chinese'])
('37256', ['indian'])
('6359', ['chinese'])
('41751', ['mexican'])
('20442', ['italian'])
('3460', [])
('14715', [])
('7691', ['mexican'])
('43594', ['mexican'])
('31242', ['southern_us'])
('28234', ['italian'])
('10069', [])
('27653', ['italian'])
('9314', ['mexican'])
('5717', ['chinese'])
('48851', [])
('4701', [])
('32583', ['mexican'])
('3861', [])
('43531', [])
('9739', ['chinese'])
('17194', ['french'])
('40281', [])
('42343', ['chinese', 'japanese'])
('28330', ['italian'])
('9901', [])
('47335', ['french'])
('43621', [])
('49449', ['greek'])
('635', ['chinese'])
('71', ['french'])
('853', [])
('28299', ['italian'])
('6928', ['italian'])
('12460', ['italian'])
('9030', ['italian'])
('6810', ['thai'])
('27039', ['chinese'])
('48171', [])
('39135', ['italian'])
('37526', ['southern_us'])
('35883', ['mexican'])
('19670', ['french'])
('41890', ['mexican'])
('35190', ['greek'])
('8448', ['korean'])
('42124', ['southern_us'])
('32253', ['indian'])
('35006', ['southern_us'])
('49391', ['mexican'])
('32993', ['italian'])
('9867', ['southern_us'])
('12836', ['indian'])
('14240', ['mexican'])
('35809', [])
('27937', [])
('9534', ['italian'])
('7656', ['mexican'])
('25386', ['chinese'])
('4657', ['chinese'])
('6372', ['italian'])
('29670', [])
('48446', ['thai'])
('29049', ['southern_us'])
('38861', ['mexican'])
('48254', ['japanese'])
('36724', ['southern_us'])
('34742', ['chinese'])
('2680', ['irish'])
('17581', [])
('33759', ['italian'])
('13281', ['mexican'])
('11129', ['italian'])
('34212', ['spanish'])
('46254', ['southern_us'])
('7589', ['mexican'])
('31103', [])
('38604', [])
('5150', ['southern_us'])
('45579', ['mexican'])
('25686', ['mexican'])
('30349', ['japanese'])
('43660', ['spanish'])
('16980', ['mexican'])
('2812', [])
('6781', ['indian'])
('7850', ['moroccan'])
('28464', ['italian'])
('26158', ['korean'])
('7099', ['chinese'])
('16972', ['indian'])
('28365', ['mexican'])
('18982', ['mexican'])
('6913', ['french'])
('17391', ['italian'])
('16911', ['mexican'])
('3583', ['french'])
('10632', ['mexican'])
('29279', ['indian'])
('40268', ['thai'])
('23067', ['french'])
('41217', ['chinese'])
('25101', ['italian'])
('4125', ['mexican'])
('14423', ['chinese'])
('46683', ['greek'])
('12741', ['mexican'])
('28298', ['indian'])
('21906', ['italian'])
('32866', [])
('46148', ['japanese'])
('11395', ['japanese'])
('23356', ['italian'])
('29349', ['mexican'])
('14316', ['italian'])
('13649', [])
('19398', ['mexican'])
('44181', [])
('5008', [])
('9407', ['japanese'])
('11071', ['italian'])
('30219', [])
('5885', ['korean'])
('6243', ['italian'])
('36066', ['greek'])
('8912', [])
('30300', ['chinese'])
('19902', ['southern_us'])
('17562', ['italian'])
('11426', ['mexican'])
('41593', ['italian'])
('46899', ['mexican'])
('42639', ['chinese'])
('35986', ['greek'])
('813', ['italian'])
('47592', ['french'])
('25411', ['italian'])
('20539', ['italian'])
('20266', ['mexican'])
('35146', [])
('5497', ['korean'])
('26002', [])
('33712', ['southern_us'])
('36390', ['french'])
('17955', [])
('29993', ['thai'])
('7098', [])
('11450', ['italian'])
('3835', ['italian'])
('18569', ['italian'])
('21324', ['mexican'])
('33770', ['cajun_creole'])
('26476', ['italian', 'french'])
('18587', ['southern_us', 'cajun_creole'])
('16852', [])
('23046', ['cajun_creole'])
('37806', ['indian'])
('257', ['italian'])
('2688', ['mexican'])
('5861', ['southern_us'])
('40854', ['italian'])
('48237', ['moroccan'])
('42397', ['italian'])
('14020', ['italian'])
('1967', [])
('21848', ['vietnamese'])
('29732', ['thai'])
('34210', ['french'])
('23328', ['italian'])
('40835', ['southern_us'])
('12829', ['cajun_creole'])
('2244', [])
('3063', [])
('33729', ['mexican'])
('13596', [])
('29487', ['italian'])
('17569', ['indian'])
('23', ['italian'])
('3965', ['jamaican'])
('1539', ['thai'])
('8986', ['southern_us'])
('3001', ['indian'])
('30044', ['mexican'])
('34949', ['french'])
('14235', [])
('23409', ['indian'])
('14617', ['vietnamese'])
('14296', ['filipino'])
('49298', ['mexican'])
('42731', [])
('28766', ['mexican'])
('11134', ['mexican'])
('13088', ['italian'])
('5741', ['mexican'])
('23532', ['italian'])
('35989', ['indian'])
('47019', ['chinese'])
('32485', [])
('10639', ['japanese'])
('46722', ['southern_us'])
('18309', ['italian'])
('14143', [])
('41237', ['mexican'])
('18035', [])
('3269', [])
('9278', ['southern_us'])
('44849', ['southern_us'])
('22100', ['italian'])
('41831', ['mexican'])
('31486', ['japanese'])
('24644', [])
('45813', [])
('28628', ['japanese', 'korean'])
('8119', ['french', 'spanish'])
('19447', ['italian'])
('46955', ['mexican'])
('13127', [])
('25404', [])
('18833', ['chinese'])
('22653', ['italian'])
('10471', ['chinese'])
('23919', ['indian'])
('12376', ['thai'])
('7917', ['italian'])
('36015', ['vietnamese'])
('44205', ['french'])
('38682', ['thai'])
('28000', ['mexican'])
('27311', [])
('36731', ['mexican'])
('47216', [])
('15790', ['indian'])
('42655', ['thai'])
('4686', ['italian'])
('21612', ['mexican'])
('33718', ['moroccan'])
('8839', ['italian'])
('28618', ['italian'])
('18457', ['vietnamese'])
('17174', [])
('35249', [])
('42251', ['french'])
('5657', ['southern_us'])
('23140', ['italian'])
('36772', [])
('6160', ['italian'])
('32004', ['indian'])
('25703', ['mexican'])
('45378', ['southern_us'])
('27907', ['korean'])
('48500', ['italian'])
('41392', ['japanese'])
('9735', [])
('49278', ['mexican'])
('6727', [])
('46738', ['southern_us'])
('34074', ['chinese'])
('27544', ['russian'])
('31098', ['filipino'])
('17645', ['greek'])
('32806', [])
('13599', ['vietnamese'])
('45001', ['italian'])
('41691', ['mexican'])
('25753', ['southern_us'])
('49455', ['mexican'])
('14212', ['southern_us'])
('45457', ['mexican'])
('38536', [])
('8662', ['italian'])
('17311', ['indian'])
('15981', ['mexican'])
('26188', ['japanese'])
('38273', [])
('45362', ['chinese'])
('38002', [])
('11943', ['indian'])
('39944', ['greek'])
('47538', ['southern_us'])
('2380', ['mexican'])
('35558', ['indian'])
('47502', ['chinese'])
('7794', [])
('37207', [])
('47732', ['southern_us'])
('35074', [])
('7877', ['french'])
('28015', [])
('26524', ['vietnamese'])
('1692', ['british'])
('3742', ['italian'])
('47482', [])
('45606', ['mexican'])
('17025', [])
('25451', ['italian'])
('2860', ['mexican'])
('16754', ['mexican'])
('26974', ['mexican'])
('46619', ['french'])
('32224', ['southern_us', 'chinese'])
('23236', ['mexican'])
('49185', ['indian'])
('38594', ['mexican'])
('29394', ['british'])
('26138', ['southern_us'])
('30311', [])
('39519', ['greek'])
('16283', ['mexican'])
('38337', ['italian'])
('13781', ['cajun_creole'])
('44967', ['greek'])
('32762', ['british'])
('28164', [])
('34873', ['chinese'])
('14185', ['mexican'])
('32298', ['southern_us'])
('19555', ['mexican'])
('11735', [])
('46043', ['southern_us'])
('19969', ['italian'])
('22814', ['italian'])
('29802', ['french'])
('25043', ['japanese'])
('48098', [])
('39537', [])
('42882', ['jamaican'])
('49598', ['mexican'])
('38773', ['southern_us'])
('5434', [])
('15001', ['chinese'])
('4398', [])
('38891', ['southern_us'])
('8216', ['italian'])
('6326', ['italian'])
('30977', ['italian'])
('1184', ['chinese'])
('46246', ['italian'])
('19155', ['cajun_creole'])
('13702', ['italian'])
('11504', ['southern_us'])
('23080', ['jamaican'])
('14487', ['thai'])
('47128', ['greek'])
('10935', [])
('29381', ['italian'])
('9331', ['indian'])
('44536', ['italian'])
('23318', ['italian'])
('3738', [])
('31958', ['japanese'])
('19990', [])
('38755', [])
('30069', ['italian'])
('10255', [])
('14008', ['chinese'])
('17833', ['italian'])
('13123', ['italian'])
('36562', ['mexican'])
('12770', ['italian'])
('15341', ['indian'])
('2781', ['indian'])
('918', [])
('41412', ['southern_us'])
('20827', [])
('16330', [])
('11538', ['thai'])
('48908', ['italian'])
('26450', ['jamaican'])
('13151', [])
('41308', [])
('12949', ['french', 'spanish'])
('27724', ['thai'])
('21891', [])
('21498', ['russian'])
('5454', ['indian'])
('48535', ['mexican'])
('16158', ['chinese'])
('47365', [])
('48454', ['italian'])
('3741', ['mexican'])
('25173', ['mexican'])
('28640', ['mexican'])
('23813', ['mexican'])
('25371', ['mexican'])
('17673', ['greek'])
('16342', ['mexican'])
('15134', ['mexican'])
('19979', [])
('35597', [])
('11363', ['mexican'])
('26522', ['spanish'])
('7614', [])
('42163', ['southern_us'])
('32765', ['filipino'])
('2786', [])
('31130', ['thai', 'filipino'])
('1339', ['indian'])
('14568', [])
('3792', [])
('744', ['italian', 'french'])
('4092', ['chinese'])
('8676', [])
('16907', ['southern_us'])
('15406', ['indian'])
('789', ['mexican'])
('39295', [])
('39755', ['japanese'])
('6843', ['british'])
('47812', ['french'])
('43783', [])
('43422', ['indian'])
('36779', ['chinese'])
('1139', ['mexican'])
('11165', ['mexican'])
('30518', ['mexican'])
('26986', [])
('741', ['italian'])
('12408', [])
('32270', ['french'])
('42062', ['italian'])
('29278', [])
('5160', [])
('25306', ['southern_us'])
('19697', ['italian'])
('8666', ['greek'])
('23577', ['mexican'])
('5630', ['cajun_creole'])
('41379', ['mexican'])
('19055', ['mexican'])
('9365', ['italian'])
('22428', ['brazilian'])
('10556', ['mexican'])
('6570', ['italian'])
('48608', ['mexican'])
('19472', ['italian'])
('14712', ['southern_us'])
('29881', [])
('27239', ['southern_us'])
('1203', ['french'])
('47689', ['italian'])
('40039', ['japanese'])
('37350', ['mexican'])
('9149', ['italian'])
('38221', ['indian'])
('40471', ['italian'])
('35065', ['thai'])
('16448', ['italian'])
('32883', ['french'])
('22414', ['greek'])
('43965', [])
('14121', ['italian'])
('22864', ['mexican'])
('2848', ['mexican'])
('18854', ['moroccan'])
('7955', ['indian'])
('5195', ['thai'])
('8413', ['italian'])
('32040', ['italian'])
('919', ['italian'])
('3313', ['italian'])
('5266', ['italian'])
('17014', [])
('32074', ['chinese'])
('11597', ['greek'])
('9570', ['indian'])
('24193', ['southern_us'])
('12567', [])
('30950', ['italian'])
('49483', ['mexican'])
('15324', ['italian'])
('46841', [])
('23444', ['indian'])
('43906', ['french'])
('4887', ['italian'])
('34704', ['french'])
('33164', ['italian'])
('19945', ['mexican'])
('17971', ['mexican'])
('37128', [])
('42540', ['indian'])
('4662', [])
('10005', ['chinese'])
('10594', ['chinese'])
('49258', ['chinese'])
('822', ['italian'])
('45305', ['southern_us'])
('20915', ['indian'])
('35021', [])
('3006', ['chinese'])
('27182', ['italian'])
('42028', ['italian'])
('36896', ['chinese'])
('20842', [])
('34481', ['italian'])
('46191', ['japanese'])
('7841', ['indian'])
('5181', ['mexican'])
('1634', ['southern_us'])
('20053', [])
('35754', ['indian'])
('12000', ['indian'])
('20038', ['mexican'])
('14515', [])
('26896', ['spanish'])
('18548', ['italian'])
('48059', ['southern_us'])
('6457', ['southern_us'])
('48519', ['mexican'])
('12910', ['french'])
('28647', ['greek'])
('33369', ['mexican'])
('22752', ['thai'])
('38849', [])
('4685', ['italian'])
('44459', ['japanese'])
('4925', [])
('29710', ['italian'])
('43610', [])
('38710', ['indian'])
('41984', ['italian'])
('32563', ['mexican'])
('46602', ['indian'])
('36407', ['italian'])
('32939', [])
('14828', ['greek'])
('29251', ['italian'])
('39472', ['southern_us'])
('23698', ['italian'])
('440', ['italian'])
('11194', ['indian'])
('40847', ['italian'])
('44341', ['mexican'])
('13883', ['mexican'])
('47182', ['mexican'])
('28769', ['southern_us'])
('10509', ['cajun_creole'])
('37396', ['chinese'])
('8553', ['french'])
('4582', ['indian'])
('25896', ['japanese'])
('24240', ['italian'])
('22351', ['southern_us'])
('46184', ['southern_us'])
('42311', ['mexican'])
('37311', [])
('49169', [])
('1417', [])
('10019', ['jamaican'])
('35686', ['mexican'])
('20669', ['mexican'])
('27779', ['mexican'])
('22449', [])
('2924', ['mexican'])
('42872', ['mexican'])
('44741', ['indian'])
('643', ['french'])
('22331', ['italian'])
('40982', ['italian'])
('37657', ['spanish'])
('9246', ['italian'])
('47951', [])
('48951', ['mexican'])
('40597', ['mexican'])
('45884', ['cajun_creole'])
('21300', [])
('49655', ['italian'])
('19210', ['cajun_creole'])
('28418', ['indian'])
('24468', [])
('18545', [])
('23386', ['italian'])
('27870', ['italian'])
('7015', ['italian'])
('46651', ['italian'])
('1377', ['southern_us'])
('37824', ['japanese', 'korean'])
('30817', ['italian'])
('11577', ['italian'])
('12071', ['cajun_creole'])
('25977', ['mexican'])
('8420', ['southern_us'])
('19876', ['italian'])
('23274', ['indian'])
('23684', ['thai'])
('34940', [])
('30451', ['mexican'])
('49070', ['italian'])
('22381', [])
('47306', ['italian'])
('3846', ['southern_us'])
('20676', ['moroccan'])
('24718', ['french'])
('22600', ['vietnamese'])
('22731', ['indian'])
('4956', ['mexican'])
('48264', ['southern_us'])
('43333', ['cajun_creole'])
('18024', ['mexican'])
('49513', ['french'])
('7141', ['southern_us'])
('22604', [])
('38373', ['mexican'])
('18755', ['southern_us'])
('872', ['southern_us'])
('32925', ['spanish'])
('27005', ['italian'])
('27106', ['spanish'])
('19530', ['southern_us'])
('25524', ['thai'])
('24955', ['southern_us'])
('27565', ['spanish'])
('39897', ['southern_us'])
('1684', ['italian'])
('49699', ['mexican'])
('28537', ['japanese'])
('20742', ['korean'])
('24091', ['moroccan'])
('6049', [])
('8658', ['french'])
('47061', ['korean'])
('49054', ['southern_us'])
('8352', ['italian'])
('15877', ['italian'])
('46628', [])
('25754', ['french'])
('47417', [])
('37973', [])
('35400', ['italian'])
('33855', ['southern_us'])
('37570', ['italian'])
('31541', ['italian'])
('4545', ['mexican'])
('13429', ['southern_us'])
('44688', [])
('1002', ['italian'])
('4658', [])
('32708', ['british'])
('20484', ['thai', 'vietnamese'])
('42977', [])
('38018', [])
('5770', ['korean'])
('23288', ['british'])
('8436', ['italian'])
('18725', ['thai'])
('7934', ['thai'])
('15827', [])
('33798', [])
('721', ['southern_us'])
('46886', ['mexican'])
('42090', ['french'])
('30246', ['french'])
('45933', ['southern_us'])
('12314', [])
('18402', ['italian'])
('35442', ['mexican'])
('33399', [])
('18261', ['french'])
('26717', [])
('30298', ['mexican'])
('14670', ['italian'])
('3870', [])
('45215', [])
('46132', ['french'])
('39907', ['italian'])
('24381', ['chinese'])
('32968', ['irish'])
('11316', ['mexican'])
('10499', ['chinese'])
('17498', ['japanese'])
('25311', [])
('27349', ['indian'])
('20079', [])
('38896', ['indian'])
('48649', ['italian', 'greek'])
('46508', ['mexican'])
('14214', [])
('39064', ['mexican'])
('26377', ['mexican'])
('5352', ['southern_us'])
('47602', ['italian'])
('27597', ['irish'])
('33692', ['cajun_creole'])
('29448', ['british'])
('40620', ['indian'])
('6108', ['mexican'])
('16250', ['mexican'])
('21753', ['thai'])
('10849', ['thai'])
('6618', ['mexican'])
('7184', ['greek'])
('18960', ['italian'])
('17484', ['mexican'])
('29462', [])
('36600', [])
('29535', ['mexican'])
('44755', [])
('29704', ['chinese'])
('38699', ['chinese'])
('1963', ['southern_us'])
('44672', ['french'])
('14669', [])
('36541', ['french'])
('32258', ['irish'])
('44031', ['jamaican'])
('12128', ['southern_us'])
('27238', [])
('9885', ['french'])
('2084', ['italian'])
('1556', [])
('45950', [])
('30800', ['french'])
('35820', ['southern_us'])
('10475', ['italian'])
('33106', ['mexican'])
('43525', ['british'])
('5668', ['southern_us'])
('16625', ['italian'])
('8192', ['greek'])
('23267', [])
('38935', [])
('32548', ['chinese'])
('31823', [])
('44156', [])
('35829', [])
('37476', [])
('46632', ['chinese'])
('19624', ['italian'])
('8423', [])
('48132', ['italian', 'french'])
('14207', ['indian'])
('30897', ['italian'])
('4293', ['mexican'])
('49552', ['mexican'])
('10863', ['italian'])
('7949', [])
('27827', ['french'])
('26073', ['indian'])
('11593', ['french'])
('29500', ['indian'])
('10545', [])
('35991', ['italian'])
('3892', [])
('15451', ['italian'])
('32710', ['cajun_creole'])
('44139', [])
('13401', ['italian'])
('37470', ['italian'])
('23909', [])
('39058', ['italian'])
('37972', [])
('35257', ['italian'])
('23190', ['thai'])
('46081', ['italian'])
('42877', ['cajun_creole'])
('12813', ['japanese'])
('34078', ['chinese'])
('13947', ['thai'])
('24634', ['mexican'])
('46301', [])
('12923', ['southern_us'])
('38392', ['italian'])
('19617', ['cajun_creole'])
('47562', ['italian'])
('1599', ['italian'])
('48921', ['mexican'])
('26516', ['southern_us'])
('15510', ['southern_us'])
('24632', [])
('10724', ['indian'])
('9498', ['italian'])
('25907', ['chinese'])
('19010', ['mexican'])
('23694', [])
('4928', ['italian'])
('7118', ['italian'])
('7265', [])
('35224', ['indian'])
('1987', ['italian'])
('23376', ['italian'])
('39849', [])
('4387', ['mexican'])
('40333', ['mexican'])
('48204', ['indian'])
('17737', ['indian'])
('13032', ['italian'])
('40855', ['italian'])
('22419', ['indian'])
('27882', [])
('31842', ['indian'])
('5239', ['chinese'])
('2146', [])
('3875', ['greek'])
('25581', [])
('38782', ['jamaican'])
('12287', ['indian'])
('28710', ['italian'])
('805', ['indian'])
('39986', [])
('48719', ['indian'])
('37601', [])
('31809', ['italian'])
('43027', ['southern_us'])
('49358', ['indian'])
('34525', ['cajun_creole'])
('27984', [])
('47170', ['southern_us'])
('4075', ['southern_us'])
('43676', [])
('5231', ['southern_us'])
('2728', ['italian'])
('32036', [])
('15719', ['mexican'])
('39720', ['indian'])
('38064', ['chinese'])
('4511', [])
('3202', ['southern_us'])
('6104', ['indian'])
('7046', ['indian'])
('9015', ['indian'])
('3390', [])
('34269', ['italian'])
('23904', [])
('7140', ['indian'])
('14748', ['italian'])
('17519', ['japanese'])
('23239', ['mexican'])
('2938', ['cajun_creole'])
('46997', ['japanese'])
('7936', ['italian'])
('28125', ['japanese'])
('5886', ['mexican'])
('24765', ['italian'])
('1300', ['moroccan'])
('9805', ['chinese'])
('27678', ['southern_us'])
('17760', ['brazilian'])
('31821', ['italian'])
('17471', ['korean'])
('2676', ['southern_us'])
('15336', ['southern_us'])
('8963', ['french'])
('18043', [])
('42930', ['thai'])
('5134', ['mexican'])
('7838', ['vietnamese'])
('20171', ['indian'])
('32342', ['italian'])
('27133', ['filipino'])
('11352', [])
('27334', ['italian'])
('8134', ['indian'])
('34967', ['mexican'])
('38481', ['mexican'])
('17842', [])
('5570', ['italian'])
('23472', ['italian'])
('5526', ['thai'])
('9150', ['moroccan'])
('2208', ['french'])
('40496', ['mexican'])
('10446', ['southern_us'])
('6626', [])
('39297', ['southern_us'])
('13017', ['indian'])
('37624', ['chinese'])
('10462', ['italian'])
('31240', ['chinese'])
('38620', [])
('36696', ['mexican'])
('16113', ['korean'])
('9847', ['southern_us'])
('26611', ['mexican'])
('30020', [])
('46544', ['italian'])
('42191', ['indian'])
('24993', ['thai'])
('28159', ['french'])
('22638', ['vietnamese'])
('26612', [])
('27762', ['italian'])
('42927', ['chinese'])
('6752', ['korean'])
('12927', ['greek'])
('17930', ['mexican'])
('10180', ['mexican'])
('8918', [])
('45677', ['vietnamese'])
('31595', ['chinese'])
('527', ['japanese'])
('37996', ['russian'])
('27317', ['mexican'])
('25531', ['chinese'])
('28486', ['japanese'])
('36113', ['japanese'])
('18664', ['indian'])
('7989', ['italian'])
('4006', ['russian'])
('31550', ['jamaican'])
('37376', ['southern_us'])
('33341', ['southern_us'])
('41554', ['southern_us'])
('18341', ['mexican'])
('48480', [])
('48982', ['southern_us'])
('35411', ['italian'])
('42549', ['indian', 'moroccan'])
('23247', ['british'])
('13536', ['italian'])
('15973', ['italian'])
('5482', [])
('42287', ['indian'])
('30725', ['spanish'])
('32800', [])
('44611', ['cajun_creole'])
('33625', ['southern_us'])
('224', ['greek'])
('3935', ['russian'])
('38621', [])
('31141', ['french'])
('9875', ['southern_us'])
('47056', ['moroccan'])
('27531', ['southern_us'])
('10439', ['cajun_creole'])
('20929', ['chinese'])
('33553', ['italian'])
('37552', ['chinese', 'korean'])
('37649', ['japanese'])
('1162', ['vietnamese'])
('24795', [])
('36415', ['indian'])
('6376', ['mexican'])
('11355', ['chinese'])
('46055', ['french'])
('37718', ['mexican'])
('40444', ['jamaican'])
('18218', ['indian'])
('35598', ['french'])
('18308', ['chinese'])
('51', [])
('3066', ['italian'])
('34376', ['italian'])
('7370', ['indian'])
('35128', ['southern_us'])
('21682', [])
('47909', [])
('15308', ['italian'])
('35238', ['french'])
('10856', ['mexican'])
('2149', ['spanish'])
('13993', ['chinese'])
('10871', [])
('4103', ['southern_us'])
('16052', ['mexican'])
('34914', [])
('7457', ['thai'])
('14474', ['indian'])
('14815', ['thai'])
('22052', ['mexican'])
('15782', ['cajun_creole'])
('42670', ['mexican'])
('7226', [])
('41292', [])
('40522', [])
('27737', ['vietnamese'])
('46501', ['cajun_creole'])
('27895', ['italian'])
('34175', ['southern_us'])
('373', ['indian'])
('30991', ['southern_us'])
('15884', ['mexican'])
('21724', [])
('49518', ['french'])
('20503', ['mexican'])
('49548', ['southern_us'])
('47308', [])
('25477', ['mexican'])
('34120', ['thai'])
('17763', ['french'])
('37765', ['indian'])
('14389', ['southern_us'])
('17290', ['italian'])
('15037', ['chinese'])
('28514', ['brazilian'])
('35360', ['jamaican'])
('44324', ['greek'])
('7108', [])
('27795', [])
('40440', [])
('24243', [])
('27031', ['chinese'])
('47017', ['italian'])
('35049', ['greek'])
('22609', ['chinese'])
('7493', ['chinese'])
('29706', ['mexican'])
('1027', [])
('10099', ['italian'])
('47264', [])
('30109', ['thai', 'vietnamese'])
('6924', ['mexican'])
('18479', ['cajun_creole'])
('37825', [])
('32175', ['indian'])
('1214', [])
('8873', ['italian'])
('22290', [])
('9032', [])
('3292', ['mexican'])
('43585', ['southern_us'])
('29517', ['italian'])
('29363', [])
('9005', [])
('6785', ['russian'])
('21117', ['indian'])
('24731', [])
('22597', ['indian'])
('21210', [])
('4591', ['indian'])
('27384', ['italian'])
('32168', ['korean'])
('26608', ['japanese'])
('14499', ['italian'])
('27223', [])
('6026', ['indian'])
('49147', ['southern_us'])
('43848', [])
('30481', [])
('47891', ['mexican'])
('43452', ['moroccan'])
('27973', ['italian'])
('15256', ['korean'])
('10010', ['mexican'])
('32101', ['mexican'])
('10321', ['mexican'])
('5370', ['southern_us'])
('48762', ['italian'])
('26511', ['mexican'])
('2263', [])
('48539', ['mexican'])
('6723', [])
('30024', ['italian'])
('30140', ['southern_us'])
('29482', ['southern_us'])
('9019', ['mexican'])
('32774', ['southern_us'])
('192', ['thai'])
('30392', ['southern_us'])
('45102', [])
('28431', ['french'])
('37354', ['mexican'])
('40661', ['southern_us'])
('27770', [])
('24917', [])
('32813', ['italian'])
('1338', ['indian'])
('27471', ['indian'])
('30352', ['french'])
('2427', ['italian'])
('3363', ['southern_us'])
('20414', [])
('17525', ['mexican'])
('20530', ['mexican'])
('17647', [])
('8341', ['italian'])
('28254', ['cajun_creole'])
('12139', [])
('12042', ['chinese', 'japanese'])
('25617', ['indian'])
('35530', [])
('45016', ['mexican'])
('27210', [])
('36104', ['italian'])
('16837', [])
('8218', ['southern_us'])
('30181', ['vietnamese'])
('10565', ['cajun_creole'])
('838', ['thai'])
('9350', ['italian'])
('19638', ['brazilian'])
('20081', [])
('33802', ['italian'])
('13104', ['indian'])
('24159', ['italian'])
('37803', [])
('32302', [])
('7124', ['southern_us'])
('22845', ['mexican'])
('21567', ['southern_us'])
('21238', ['indian'])
('45128', ['indian'])
('1544', ['indian'])
('22207', [])
('29971', [])
('30197', ['british'])
('4150', ['italian'])
('20862', ['korean'])
('23443', [])
('38555', ['indian'])
('48364', [])
('22877', ['chinese'])
('31457', ['indian'])
('17364', [])
('49509', ['italian'])
('37058', ['southern_us'])
('9613', [])
('1400', ['cajun_creole'])
('133', [])
('18427', ['southern_us'])
('30697', [])
('35850', ['chinese'])
('48476', ['italian'])
('2881', [])
('14904', ['spanish'])
('37348', ['russian'])
('25115', ['mexican'])
('28432', ['chinese'])
('44787', ['thai'])
('29019', [])
('1385', ['french'])
('49183', [])
('4583', ['indian'])
('27520', [])
('27340', ['italian'])
('34010', [])
('27254', ['moroccan'])
('27677', ['southern_us'])
('23779', ['mexican'])
('11599', ['mexican'])
('47506', ['mexican'])
('15859', ['french'])
('24979', ['filipino'])
('24428', [])
('40053', [])
('7452', ['russian'])
('20749', ['mexican'])
('30674', ['mexican'])
('45419', ['thai'])
('27346', ['japanese'])
('4554', ['indian'])
('45568', ['greek'])
('38537', ['thai'])
('16292', ['chinese'])
('5182', ['italian'])
('46315', ['french'])
('31633', [])
('34236', ['southern_us'])
('12065', ['italian'])
('16710', ['italian'])
('26586', [])
('37461', ['indian'])
('32713', [])
('32619', ['french'])
('17698', [])
('7010', [])
('37208', ['mexican'])
('45149', ['indian'])
('18848', [])
('13911', ['irish'])
('49476', ['italian'])
('22079', ['spanish'])
('22999', ['japanese'])
('6669', ['mexican'])
('49484', ['japanese'])
('33773', [])
('12762', ['southern_us'])
('36512', ['russian'])
('142', ['mexican'])
